dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,objID1,distance
image,-1,JWST,jw01176211001_xx10C_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F200W;F277W;,1755000000000,2226000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002617,10000000184,10000000184,0
image,-1,JWST,jw01176212001_xx104_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002621,10000000188,10000000188,0
image,-1,JWST,jw01176212001_xx105_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002622,10000000189,10000000189,0
image,-1,JWST,jw01176212001_xx106_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002623,10000000190,10000000190,0
image,-1,JWST,jw01176212001_xx109_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F150W;F356W;,1331000000000,1668000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002151,10000000193,10000000193,0
image,-1,JWST,jw01176212001_xx10A_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F200W;F277W;,1755000000000,2226000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002152,10000000194,10000000194,0
image,-1,JWST,jw01176213001_xx102_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1159.571,INFRARED,F090W;F444W;,795000000000,1005000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002624,10000000198,10000000198,0
image,-1,JWST,jw01176213001_xx105_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1159.571,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002627,10000000201,10000000201,0
image,-1,JWST,jw01176213001_xx107_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F150W;F356W;,1331000000000,1668000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002629,10000000203,10000000203,0
image,-1,JWST,jw01176213001_xx108_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F150W;F356W;,1331000000000,1668000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002630,10000000204,10000000204,0
image,-1,JWST,jw01208004001_xx102_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F150W;F277W;,1331000000000,1668000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.07956344794749 -24.12904729256337 64.00729845069043 -24.075092874107895 64.03272521532347 -24.047022041814614 64.10409566861551 -24.10027192882177 ,,,,,,SCIENCE,10000010549,10000004302,10000004302,0
image,-1,JWST,jw01208004001_xx109_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,365.05,INFRARED,F200W;F356W;,1755000000000,2226000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08333727261358 -24.128668904516704 64.01107089866916 -24.074716258281683 64.03649676348651 -24.04664480283617 64.10786857244587 -24.099892938330697 ,,,,,,SCIENCE,10000004162,10000004309,10000004309,0
image,-1,JWST,jw01208004001_xx10J_00002_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F115W;F444W;,1013000000000,1282000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08207933353495 -24.128795044161222 64.0098134184677 -24.074841807161476 64.03523958323142 -24.046770559434492 64.10661094032004 -24.100019278790796 ,,,,,,SCIENCE,10000010559,10000004319,10000004319,0
image,-1,JWST,jw01208004001_xx10L_00004_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F115W;F444W;,1013000000000,1282000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08711107498463 -24.12829042380656 64.01484332452036 -24.074339550013235 64.04026828945187 -24.0462674714056 64.11164145391302 -24.09951385516922 ,,,,,,SCIENCE,10000010561,10000004321,10000004321,0
image,-1,JWST,jw01208004001_xx10M_00005_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F115W;F444W;,1013000000000,1282000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08292262029099 -24.125224809448525 64.0106583620791 -24.071271968934866 64.03608363485196 -24.043200581713904 64.10745335342813 -24.096448909523076 ,,,,,,SCIENCE,10000010562,10000004322,10000004322,0
image,-1,JWST,jw01208004001_xx10T_00004_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08711107498463 -24.12829042380656 64.01484332452036 -24.074339550013235 64.04026828945187 -24.0462674714056 64.11164145391302 -24.09951385516922 ,,,,,,SCIENCE,10000004174,10000004329,10000004329,0
spectrum,-1,JWST,jw01208016001_xx10B_00005_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,656.5,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03463540622967 -24.0671804418551 64.0346673963184 -24.066294061880967 64.03372552983703 -24.06627631096751 64.03369334578461 -24.067162824052847 ,,,,,,SCIENCE,10000010623,10000004439,10000004439,23.61362480794643
spectrum,-1,JWST,jw01208016001_xx10C_00006_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,656.5,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03468151744522 -24.067167936768215 64.03471350721223 -24.06628155678453 64.03377164081627 -24.0662638061533 64.03373945708564 -24.0671503192483 ,,,,,,SCIENCE,10000010624,10000004440,10000004440,23.556667500416957
spectrum,-1,JWST,jw01208023001_xx108_00007_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04165764135338 -24.098719295156286 64.01005359886767 -24.075230411922405 64.03614311701453 -24.04627074133151 64.06771749389794 -24.06977479961398 ,,,,,,SCIENCE,10000004232,10000004461,10000004461,0
spectrum,-1,JWST,jw01208023001_xx10B_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F200W;,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04177997317171 -24.098597787662243 64.01017593819635 -24.075108929546502 64.03626540403874 -24.04614923822146 64.06783977339339 -24.069653271395453 ,,,,,,SCIENCE,10000004235,10000004464,10000004464,0
spectrum,-1,JWST,jw01208023001_xx10E_00003_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150R,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04169386910588 -24.098793490140565 64.01008980170377 -24.075304614342485 64.03617932676536 -24.04634493761398 64.06775372855293 -24.069848988459 ,,,,,,SCIENCE,10000004238,10000004467,10000004467,0
spectrum,-1,JWST,jw01208023001_xx10H_00006_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150R,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04180984248808 -24.098679041618595 64.01020578202282 -24.075190189633076 64.03629525764958 -24.046230493248117 64.06786965248277 -24.06973452028967 ,,,,,,SCIENCE,10000010640,10000004470,10000004470,0
spectrum,-1,JWST,jw01208023001_xx10M_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150C,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04177997317171 -24.098597787662243 64.01017593819635 -24.075108929546502 64.03626540403874 -24.04614923822146 64.06783977339339 -24.069653271395453 ,,,,,,SCIENCE,10000010645,10000004475,10000004475,0
spectrum,-1,JWST,jw01208023001_xx10V_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F150W;,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04177997317171 -24.098597787662243 64.01017593819635 -24.075108929546502 64.03626540403874 -24.04614923822146 64.06783977339339 -24.069653271395453 ,,,,,,SCIENCE,10000010647,10000004484,10000004484,0
spectrum,-1,JWST,jw01208024001_xx104_00003_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150R,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04169386910588 -24.098793490140565 64.01008980170377 -24.075304614342485 64.03617932676536 -24.04634493761398 64.06775372855293 -24.069848988459 ,,,,,,SCIENCE,10000010663,10000004507,10000004507,0
spectrum,-1,JWST,jw01208025001_xx101_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F115W;,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04174391936442 -24.098523399595027 64.01013990932108 -24.075034534079123 64.03622936817048 -24.046074848862194 64.06780371260537 -24.069578889437935 ,,,,,,SCIENCE,10000004254,10000004510,10000004510,0
spectrum,-1,JWST,jw01208025001_xx102_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150R,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04174391936442 -24.098523399595027 64.01013990932108 -24.075034534079123 64.03622936817048 -24.046074848862194 64.06780371260537 -24.069578889437935 ,,,,,,SCIENCE,10000004255,10000004511,10000004511,0
spectrum,-1,JWST,jw01208025001_xx104_00003_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150R,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04165781529366 -24.09871910205311 64.01005377282364 -24.07523021885493 64.036143290892 -24.04627054823453 64.0677176677597 -24.069774606481303 ,,,,,,SCIENCE,10000004257,10000004513,10000004513,0
spectrum,-1,JWST,jw01208041001_xx103_00002_nirspec,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,875.333,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.05486092018384 -24.036721842044926 63.99520883501786 -24.063172901504288 64.02364867714732 -24.117648545610393 64.08372381792985 -24.091960954154672 ,,,,,,SCIENCE,10000010777,10000004712,10000004712,0
spectrum,-1,JWST,jw01208041001_xx105_00001_nirspec,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,875.333,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.05649302300002 -24.03189665775386 63.9968435165953 -24.058348351591917 64.02528298475292 -24.112823692597942 64.08535553562265 -24.087135464764856 ,,,,,,SCIENCE,10000010779,10000004714,10000004714,0
spectrum,-1,JWST,jw01208041001_xx108_00001_nirspec,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,875.333,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.05333596738701 -24.03052171298782 63.99368644996805 -24.056972183284415 64.02212427125565 -24.111448107218166 64.08219681106978 -24.085761113224805 ,,,,,,SCIENCE,10000004344,10000004717,10000004717,0
spectrum,-1,JWST,jw01208041001_xx10A_00003_nirspec,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,875.333,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.0531908413453 -24.030584952097627 63.99354126466039 -24.057035366102525 64.02197903822406 -24.111511316870462 64.08205163680478 -24.085824379566304 ,,,,,,SCIENCE,10000004346,10000004719,10000004719,0
image,-1,JWST,jw01176211001_xx103_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F090W;F444W;,795000000000,1005000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002142,10000000175,10000000175,0
image,-1,JWST,jw01176211001_xx106_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002145,10000000178,10000000178,0
image,-1,JWST,jw01176211001_xx107_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F150W;F356W;,1331000000000,1668000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002146,10000000179,10000000179,0
image,-1,JWST,jw01176211001_xx108_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F150W;F356W;,1331000000000,1668000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002147,10000000180,10000000180,0
image,-1,JWST,jw01176211001_xx10A_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F200W;F277W;,1755000000000,2226000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002615,10000000182,10000000182,0
image,-1,JWST,jw01176212001_xx103_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F090W;F444W;,795000000000,1005000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002620,10000000187,10000000187,0
image,-1,JWST,jw01176212001_xx108_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F150W;F356W;,1331000000000,1668000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002150,10000000192,10000000192,0
image,-1,JWST,jw01176213001_xx103_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1159.571,INFRARED,F090W;F444W;,795000000000,1005000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002625,10000000199,10000000199,0
image,-1,JWST,jw01176213001_xx106_00003_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1159.571,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.05090366707832 -24.097061249938918 63.96408275124083 -24.065763160704023 63.978939361599316 -24.031955495116904 64.06466308904126 -24.06283280459877 ,,,,,,SCIENCE,10000002628,10000000202,10000000202,0
image,-1,JWST,jw01176213001_xx10B_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F200W;F277W;,1755000000000,2226000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002156,10000000207,10000000207,0
image,-1,JWST,jw01208004001_xx107_00006_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F150W;F277W;,1331000000000,1668000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08375194718474 -24.132112998449315 64.01148345734185 -24.07816054650675 64.03690991436541 -24.05008902286596 64.10828381387192 -24.103336966032202 ,,,,,,SCIENCE,10000010554,10000004307,10000004307,0
image,-1,JWST,jw01208004001_xx108_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,365.05,INFRARED,F150W;F277W;,1331000000000,1668000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08333727261358 -24.128668904516704 64.01107089866916 -24.074716258281683 64.03649676348651 -24.04664480283617 64.10786857244587 -24.099892938330697 ,,,,,,SCIENCE,10000010555,10000004308,10000004308,0
image,-1,JWST,jw01208004001_xx10A_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F200W;F356W;,1755000000000,2226000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.07956344794749 -24.12904729256337 64.00729845069043 -24.075092874107895 64.03272521532347 -24.047022041814614 64.10409566861551 -24.10027192882177 ,,,,,,SCIENCE,10000004163,10000004310,10000004310,0
image,-1,JWST,jw01208004001_xx10F_00006_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F200W;F356W;,1755000000000,2226000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08375194718474 -24.132112998449315 64.01148345734185 -24.07816054650675 64.03690991436541 -24.05008902286596 64.10828381387192 -24.103336966032202 ,,,,,,SCIENCE,10000004168,10000004315,10000004315,0
image,-1,JWST,jw01208004001_xx10I_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F115W;F444W;,1013000000000,1282000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.07956344794749 -24.12904729256337 64.00729845069043 -24.075092874107895 64.03272521532347 -24.047022041814614 64.10409566861551 -24.10027192882177 ,,,,,,SCIENCE,10000010558,10000004318,10000004318,0
image,-1,JWST,jw01208004001_xx10Q_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.07956344794749 -24.12904729256337 64.00729845069043 -24.075092874107895 64.03272521532347 -24.047022041814614 64.10409566861551 -24.10027192882177 ,,,,,,SCIENCE,10000004171,10000004326,10000004326,0
image,-1,JWST,jw01208004001_xx10R_00002_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08207933353495 -24.128795044161222 64.0098134184677 -24.074841807161476 64.03523958323142 -24.046770559434492 64.10661094032004 -24.100019278790796 ,,,,,,SCIENCE,10000004172,10000004327,10000004327,0
image,-1,JWST,jw01208004001_xx10S_00003_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08459520921495 -24.1285427545763 64.01232837641196 -24.074590699130624 64.03775394127518 -24.046519035965503 64.10912620208683 -24.09976658757398 ,,,,,,SCIENCE,10000004173,10000004328,10000004328,0
image,-1,JWST,jw01208004001_xx10U_00005_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08292262029099 -24.125224809448525 64.0106583620791 -24.071271968934866 64.03608363485196 -24.043200581713904 64.10745335342813 -24.096448909523076 ,,,,,,SCIENCE,10000004175,10000004330,10000004330,0
