dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,objID1,distance
spectrum,-1,JWST,jw01208016001_xx101_00001_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,2407.167,INFRARED,F170LP;G235H,1700000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03470306581181 -24.067203328152573 64.03473505543877 -24.0663169481644 64.03379318878 -24.066299197665046 64.03376100518938 -24.067185710764534 ,,,,,,SCIENCE,10000004218,10000004429,10000004429,23.41246846259407
spectrum,-1,JWST,jw01208016001_xx104_00004_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,2407.167,INFRARED,F170LP;G235H,1700000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03466047150766 -24.067118664069994 64.03469246140781 -24.066232284090635 64.0337505953765 -24.066214533330594 64.03371841151282 -24.067101046421158 ,,,,,,SCIENCE,10000004221,10000004432,10000004432,23.739620984474726
spectrum,-1,JWST,jw01208016001_xx109_00003_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,656.5,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03464175164804 -24.067215374503746 64.03467374170162 -24.066328994528305 64.0337318749629 -24.066311243653672 64.03369969094557 -24.067197756740313 ,,,,,,SCIENCE,10000010621,10000004437,10000004437,23.50160240272607
spectrum,-1,JWST,jw01208023001_xx104_00003_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04169386910588 -24.098793490140565 64.01008980170377 -24.075304614342485 64.03617932676536 -24.04634493761398 64.06775372855293 -24.069848988459 ,,,,,,SCIENCE,10000010634,10000004457,10000004457,0
spectrum,-1,JWST,jw01208023001_xx106_00005_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04174372609789 -24.09852361415426 64.0101397160371 -24.075034748598682 64.03622917497374 -24.04607506341449 64.06780351942608 -24.069579104029913 ,,,,,,SCIENCE,10000010636,10000004459,10000004459,0
spectrum,-1,JWST,jw01208023001_xx107_00006_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04180984248808 -24.098679041618595 64.01020578202282 -24.075190189633076 64.03629525764958 -24.046230493248117 64.06786965248277 -24.06973452028967 ,,,,,,SCIENCE,10000010637,10000004460,10000004460,0
spectrum,-1,JWST,jw01208023001_xx10F_00004_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150R,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04163044640812 -24.098663675732496 64.01002642260747 -24.07517478691676 64.0361159355792 -24.04621512093314 64.06769029378674 -24.0697191847986 ,,,,,,SCIENCE,10000010638,10000004468,10000004468,0
spectrum,-1,JWST,jw01208023001_xx10J_00008_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150R,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159422290671 -24.098589519831478 64.00999022401193 -24.075100623580912 64.036079730076 -24.046140963734047 64.06765406338992 -24.069645035036103 ,,,,,,SCIENCE,10000010642,10000004472,10000004472,0
spectrum,-1,JWST,jw01208023001_xx10O_00003_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150C,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04169386910588 -24.098793490140565 64.01008980170377 -24.075304614342485 64.03617932676536 -24.04634493761398 64.06775372855293 -24.069848988459 ,,,,,,SCIENCE,10000004239,10000004477,10000004477,0
spectrum,-1,JWST,jw01208023001_xx10Q_00005_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150C,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04174372609789 -24.09852361415426 64.0101397160371 -24.075034748598682 64.03622917497374 -24.04607506341449 64.06780351942608 -24.069579104029913 ,,,,,,SCIENCE,10000004241,10000004479,10000004479,0
spectrum,-1,JWST,jw01208023001_xx10R_00006_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150C,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04180984248808 -24.098679041618595 64.01020578202282 -24.075190189633076 64.03629525764958 -24.046230493248117 64.06786965248277 -24.06973452028967 ,,,,,,SCIENCE,10000004242,10000004480,10000004480,0
spectrum,-1,JWST,jw01208023001_xx10Z_00004_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150R,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04163044640812 -24.098663675732496 64.01002642260747 -24.07517478691676 64.0361159355792 -24.04621512093314 64.06769029378674 -24.0697191847986 ,,,,,,SCIENCE,10000010651,10000004488,10000004488,0
spectrum,-1,JWST,jw01208023001_xx110_00005_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150R,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04174372609789 -24.09852361415426 64.0101397160371 -24.075034748598682 64.03622917497374 -24.04607506341449 64.06780351942608 -24.069579104029913 ,,,,,,SCIENCE,10000010652,10000004489,10000004489,0
spectrum,-1,JWST,jw01208023001_xx113_00008_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150R,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159422290671 -24.098589519831478 64.00999022401193 -24.075100623580912 64.036079730076 -24.046140963734047 64.06765406338992 -24.069645035036103 ,,,,,,SCIENCE,10000010655,10000004492,10000004492,0
spectrum,-1,JWST,jw01208023001_xx116_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150C,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04177997317171 -24.098597787662243 64.01017593819635 -24.075108929546502 64.03626540403874 -24.04614923822146 64.06783977339339 -24.069653271395453 ,,,,,,SCIENCE,10000004248,10000004495,10000004495,0
spectrum,-1,JWST,jw01208023001_xx11A_00005_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150C,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04174372609789 -24.09852361415426 64.0101397160371 -24.075034748598682 64.03622917497374 -24.04607506341449 64.06780351942608 -24.069579104029913 ,,,,,,SCIENCE,10000004252,10000004499,10000004499,0
spectrum,-1,JWST,jw01208023001_xx11B_00006_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150C,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04180984248808 -24.098679041618595 64.01020578202282 -24.075190189633076 64.03629525764958 -24.046230493248117 64.06786965248277 -24.06973452028967 ,,,,,,SCIENCE,10000010656,10000004500,10000004500,0
spectrum,-1,JWST,jw01208024001_xx106_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F115W;,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04163044640812 -24.098663675732496 64.01002642260747 -24.07517478691676 64.0361159355792 -24.04621512093314 64.06769029378674 -24.0697191847986 ,,,,,,SCIENCE,10000004253,10000004509,10000004509,0
spectrum,-1,JWST,jw01208025001_xx103_00002_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150R,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04181001225022 -24.09867880941704 64.01020595181107 -24.075189957466364 64.03629542735231 -24.046230261052642 64.0678698221594 -24.069734288059408 ,,,,,,SCIENCE,10000004256,10000004512,10000004512,0
spectrum,-1,JWST,jw01208025001_xx106_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F115W;,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159439266914 -24.098589287630205 64.00999039380045 -24.07510039141448 64.036079899779 -24.046140731538856 64.06765423306685 -24.069644802806067 ,,,,,,SCIENCE,10000004259,10000004515,10000004515,0
image,-1,JWST,jw01176211001_xx105_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002144,10000000177,10000000177,0
image,-1,JWST,jw01176212001_xx101_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1374.307,INFRARED,F090W;F444W;,795000000000,1005000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002618,10000000185,10000000185,0
image,-1,JWST,jw01176212001_xx10B_00002_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,944.836,INFRARED,F200W;F277W;,1755000000000,2226000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04859212249701 -24.098000953923417 63.96177113549627 -24.066701560736362 63.976628463081475 -24.032894118194633 64.0623522623949 -24.06377271534734 ,,,,,,SCIENCE,10000002153,10000000195,10000000195,0
image,-1,JWST,jw01176213001_xx101_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1159.571,INFRARED,F090W;F444W;,795000000000,1005000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002155,10000000197,10000000197,0
image,-1,JWST,jw01176213001_xx104_00001_nircam,MACSJ0416.1-2403,64.03708333333333,-24.0746388888889,,,1159.571,INFRARED,F115W;F410M;,1013000000000,1282000000000,,JWST Medium-Deep Fields -- Windhorst IDS GTO Program,,NIRCAM,"Windhorst, Rogier A.",1176,GTO,JWST,-999,APT,POLYGON ICRS 64.04628054402616 -24.098940623173235 63.95945948595694 -24.067639926065 63.97431753077609 -24.033832706578213 64.06004140186751 -24.064712591371176 ,,,,,,SCIENCE,10000002626,10000000200,10000000200,0
image,-1,JWST,jw01208004001_xx103_00002_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F150W;F277W;,1331000000000,1668000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08207933353495 -24.128795044161222 64.0098134184677 -24.074841807161476 64.03523958323142 -24.046770559434492 64.10661094032004 -24.100019278790796 ,,,,,,SCIENCE,10000010550,10000004303,10000004303,0
image,-1,JWST,jw01208004001_xx105_00004_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F150W;F277W;,1331000000000,1668000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08711107498463 -24.12829042380656 64.01484332452036 -24.074339550013235 64.04026828945187 -24.0462674714056 64.11164145391302 -24.09951385516922 ,,,,,,SCIENCE,10000010552,10000004305,10000004305,0
image,-1,JWST,jw01208004001_xx106_00005_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F150W;F277W;,1331000000000,1668000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08292262029099 -24.125224809448525 64.0106583620791 -24.071271968934866 64.03608363485196 -24.043200581713904 64.10745335342813 -24.096448909523076 ,,,,,,SCIENCE,10000010553,10000004306,10000004306,0
image,-1,JWST,jw01208004001_xx10B_00002_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F200W;F356W;,1755000000000,2226000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08207933353495 -24.128795044161222 64.0098134184677 -24.074841807161476 64.03523958323142 -24.046770559434492 64.10661094032004 -24.100019278790796 ,,,,,,SCIENCE,10000004164,10000004311,10000004311,0
image,-1,JWST,jw01208004001_xx10E_00005_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F200W;F356W;,1755000000000,2226000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08292262029099 -24.125224809448525 64.0106583620791 -24.071271968934866 64.03608363485196 -24.043200581713904 64.10745335342813 -24.096448909523076 ,,,,,,SCIENCE,10000004167,10000004314,10000004314,0
image,-1,JWST,jw01208004001_xx10N_00006_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F115W;F444W;,1013000000000,1282000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08375194718474 -24.132112998449315 64.01148345734185 -24.07816054650675 64.03690991436541 -24.05008902286596 64.10828381387192 -24.103336966032202 ,,,,,,SCIENCE,10000010563,10000004323,10000004323,0
image,-1,JWST,jw01208004001_xx10P_00001_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,365.05,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08333727261358 -24.128668904516704 64.01107089866916 -24.074716258281683 64.03649676348651 -24.04664480283617 64.10786857244587 -24.099892938330697 ,,,,,,SCIENCE,10000004170,10000004325,10000004325,0
image,-1,JWST,jw01208004001_xx10V_00006_nircam,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,944.836,INFRARED,F090W;F410M;,795000000000,1005000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRCAM,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.08375194718474 -24.132112998449315 64.01148345734185 -24.07816054650675 64.03690991436541 -24.05008902286596 64.10828381387192 -24.103336966032202 ,,,,,,SCIENCE,10000010564,10000004331,10000004331,0
spectrum,-1,JWST,jw01208016001_xx105_00005_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,2407.167,INFRARED,F170LP;G235H,1700000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03463540622967 -24.0671804418551 64.0346673963184 -24.066294061880967 64.03372552983703 -24.06627631096751 64.03369334578461 -24.067162824052847 ,,,,,,SCIENCE,10000004222,10000004433,10000004433,23.61362480794643
spectrum,-1,JWST,jw01208016001_xx107_00001_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,656.5,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03470306581181 -24.067203328152573 64.03473505543877 -24.0663169481644 64.03379318878 -24.066299197665046 64.03376100518938 -24.067185710764534 ,,,,,,SCIENCE,10000004224,10000004435,10000004435,23.41246846259407
spectrum,-1,JWST,jw01208016001_xx108_00002_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,656.5,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03459915738038 -24.067130710404115 64.03463114770717 -24.06624433043754 64.03368928159594 -24.066226579302167 64.03365709730551 -24.067113092379945 ,,,,,,SCIENCE,10000010620,10000004436,10000004436,23.828112619001544
spectrum,-1,JWST,jw01208016001_xx10A_00004_nirspec,ID14B-MACSJ0416,64.0342,-24.0667138888889,,,656.5,INFRARED,CLEAR;PRISM,600000000000,5000000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRSPEC,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.03466047150766 -24.067118664069994 64.03469246140781 -24.066232284090635 64.0337505953765 -24.066214533330594 64.03371841151282 -24.067101046421158 ,,,,,,SCIENCE,10000010622,10000004438,10000004438,23.739620984474726
spectrum,-1,JWST,jw01208023001_xx102_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04177997317171 -24.098597787662243 64.01017593819635 -24.075108929546502 64.03626540403874 -24.04614923822146 64.06783977339339 -24.069653271395453 ,,,,,,SCIENCE,10000010632,10000004455,10000004455,0
spectrum,-1,JWST,jw01208023001_xx103_00002_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.0418460661395 -24.098753197468852 64.0102419807682 -24.07526435291834 64.03633146330255 -24.04630465039645 64.06790588302951 -24.069808670001407 ,,,,,,SCIENCE,10000010633,10000004456,10000004456,0
spectrum,-1,JWST,jw01208023001_xx105_00004_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F200W;GR150C,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04163044640812 -24.098663675732496 64.01002642260747 -24.07517478691676 64.0361159355792 -24.04621512093314 64.06769029378674 -24.0697191847986 ,,,,,,SCIENCE,10000010635,10000004458,10000004458,0
spectrum,-1,JWST,jw01208023001_xx10A_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F200W;,1600000000000,2300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159422290671 -24.098589519831478 64.00999022401193 -24.075100623580912 64.036079730076 -24.046140963734047 64.06765406338992 -24.069645035036103 ,,,,,,SCIENCE,10000004234,10000004463,10000004463,0
spectrum,-1,JWST,jw01208023001_xx10N_00002_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150C,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.0418460661395 -24.098753197468852 64.0102419807682 -24.07526435291834 64.03633146330255 -24.04630465039645 64.06790588302951 -24.069808670001407 ,,,,,,SCIENCE,10000010646,10000004476,10000004476,0
spectrum,-1,JWST,jw01208023001_xx10P_00004_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150C,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04163044640812 -24.098663675732496 64.01002642260747 -24.07517478691676 64.0361159355792 -24.04621512093314 64.06769029378674 -24.0697191847986 ,,,,,,SCIENCE,10000004240,10000004478,10000004478,0
spectrum,-1,JWST,jw01208023001_xx10U_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F150W;,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159422290671 -24.098589519831478 64.00999022401193 -24.075100623580912 64.036079730076 -24.046140963734047 64.06765406338992 -24.069645035036103 ,,,,,,SCIENCE,10000004245,10000004483,10000004483,0
spectrum,-1,JWST,jw01208023001_xx10W_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150R,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04177997317171 -24.098597787662243 64.01017593819635 -24.075108929546502 64.03626540403874 -24.04614923822146 64.06783977339339 -24.069653271395453 ,,,,,,SCIENCE,10000010648,10000004485,10000004485,0
spectrum,-1,JWST,jw01208023001_xx10X_00002_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F150W;GR150R,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.0418460661395 -24.098753197468852 64.0102419807682 -24.07526435291834 64.03633146330255 -24.04630465039645 64.06790588302951 -24.069808670001407 ,,,,,,SCIENCE,10000010649,10000004486,10000004486,0
spectrum,-1,JWST,jw01208023001_xx114_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F150W;,1300000000000,1700000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159422290671 -24.098589519831478 64.00999022401193 -24.075100623580912 64.036079730076 -24.046140963734047 64.06765406338992 -24.069645035036103 ,,,,,,SCIENCE,10000004246,10000004493,10000004493,0
spectrum,-1,JWST,jw01208023001_xx117_00002_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150C,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.0418460661395 -24.098753197468852 64.0102419807682 -24.07526435291834 64.03633146330255 -24.04630465039645 64.06790588302951 -24.069808670001407 ,,,,,,SCIENCE,10000004249,10000004496,10000004496,0
spectrum,-1,JWST,jw01208023001_xx118_00003_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150C,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04169386910588 -24.098793490140565 64.01008980170377 -24.075304614342485 64.03617932676536 -24.04634493761398 64.06775372855293 -24.069848988459 ,,,,,,SCIENCE,10000004250,10000004497,10000004497,0
spectrum,-1,JWST,jw01208023001_xx119_00004_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,1202.518,INFRARED,F115W;GR150C,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04163044640812 -24.098663675732496 64.01002642260747 -24.07517478691676 64.0361159355792 -24.04621512093314 64.06769029378674 -24.0697191847986 ,,,,,,SCIENCE,10000004251,10000004498,10000004498,0
spectrum,-1,JWST,jw01208023001_xx11E_00001_niriss,MACSJ0416.1-2403,64.03904166666666,-24.07236111111109,,,558.312,INFRARED,F115W;,1000000000000,1300000000000,,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,,NIRISS,"Willott, Chris J.",1208,GTO,JWST,-999,APT,POLYGON ICRS 64.04159422290671 -24.098589519831478 64.00999022401193 -24.075100623580912 64.036079730076 -24.046140963734047 64.06765406338992 -24.069645035036103 ,,,,,,SCIENCE,10000010659,10000004503,10000004503,0
